E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
0.923077,0.008778,-0.053609,0.006397,-0.010196,0.000032,-0.000032,0.015207,-0.063837
1.003344,0.005414,-0.078663,0.003945,-0.014960,0.000020,-0.000020,0.009379,-0.093644
1.083612,0.003257,-0.112603,0.002374,-0.021414,0.000013,-0.000013,0.005643,-0.134030
1.163880,0.001912,-0.157239,0.001393,-0.029902,0.000008,-0.000008,0.003313,-0.187149
1.244147,0.001095,-0.214189,0.000798,-0.040732,0.000005,-0.000005,0.001897,-0.254926
1.324415,0.000611,-0.284615,0.000446,-0.054125,0.000003,-0.000003,0.001060,-0.338743
1.404682,0.000333,-0.368931,0.000243,-0.070160,0.000002,-0.000002,0.000578,-0.439092
1.484950,0.000177,-0.466505,0.000129,-0.088715,0.000001,-0.000001,0.000307,-0.555222
1.565217,0.000092,-0.575431,0.000067,-0.109430,0.000001,-0.000001,0.000159,-0.684861
1.645485,0.000046,-0.692396,0.000034,-0.131673,0.000000,-0.000000,0.000081,-0.824070
1.725753,0.000023,-0.812721,0.000017,-0.154556,0.000000,-0.000000,0.000040,-0.967277
1.806020,0.000011,-0.930579,0.000008,-0.176969,0.000000,-0.000000,0.000019,-1.107548
1.886288,0.000005,-1.039418,0.000004,-0.197667,0.000000,-0.000000,0.000009,-1.237084
1.966555,0.000002,-1.132536,0.000002,-0.215375,0.000000,-0.000000,0.000004,-1.347911
2.046823,0.000001,-1.203756,0.000001,-0.228919,0.000000,-0.000000,0.000002,-1.432675
2.127090,0.000000,-1.248103,0.000000,-0.237352,0.000000,-0.000000,0.000001,-1.485455
2.207358,0.000000,-1.262371,0.000000,-0.240066,0.000000,-0.000000,0.000000,-1.502437
2.287625,0.000000,-1.245515,0.000000,-0.236860,0.000000,-0.000000,0.000000,-1.482375
2.367893,0.000000,-1.198769,0.000000,-0.227971,0.000000,-0.000000,0.000000,-1.426740
2.448161,0.000000,-1.125505,0.000000,-0.214038,0.000000,-0.000000,0.000000,-1.339543
2.528428,0.000000,-1.030823,0.000000,-0.196032,0.000000,-0.000000,0.000000,-1.226855
2.608696,0.000000,-0.920971,0.000000,-0.175141,0.000000,-0.000000,0.000000,-1.096112
2.688963,0.000000,-0.802662,0.000000,-0.152643,0.000000,-0.000000,0.000000,-0.955304
2.769231,0.000000,-0.682408,0.000000,-0.129774,0.000000,-0.000000,0.000000,-0.812182
2.849498,0.000000,-0.565954,0.000000,-0.107628,0.000000,-0.000000,0.000000,-0.673582
2.929766,0.000000,-0.457871,0.000000,-0.087073,0.000000,-0.000000,0.000000,-0.544944
3.010033,0.000000,-0.361351,0.000000,-0.068718,0.000000,-0.000000,0.000000,-0.430069
3.090301,0.000000,-0.278190,0.000000,-0.052903,0.000000,-0.000000,0.000000,-0.331093
