E,I32,I12,Ibg,Itot
472.474916,0.193884,0.006681,0.000000,0.196789
472.675585,0.192830,0.006931,0.000000,0.195981
472.876254,0.190801,0.007195,0.000000,0.194207
473.076923,0.187821,0.007472,0.000000,0.191492
473.277592,0.183940,0.007764,0.000000,0.187886
473.478261,0.179233,0.008073,0.000000,0.183467
473.678930,0.173793,0.008398,0.000000,0.178328
473.879599,0.167729,0.008742,0.000000,0.172581
474.080268,0.161159,0.009107,0.000000,0.166346
474.280936,0.154207,0.009493,0.000000,0.159749
474.481605,0.146995,0.009903,0.000000,0.152916
474.682274,0.139643,0.010338,0.000000,0.145967
474.882943,0.132260,0.010802,0.000000,0.139015
475.083612,0.124946,0.011297,0.000000,0.132163
475.284281,0.117787,0.011825,0.000000,0.125501
475.484950,0.110853,0.012390,0.000000,0.119103
475.685619,0.104204,0.012996,0.000000,0.113031
475.886288,0.097882,0.013647,0.000000,0.107333
476.086957,0.091918,0.014348,0.000000,0.102044
476.287625,0.086329,0.015104,0.000000,0.097189
476.488294,0.081125,0.015922,0.000000,0.092782
476.688963,0.076306,0.016809,0.000000,0.088832
476.889632,0.071864,0.017774,0.000000,0.085339
477.090301,0.067788,0.018827,0.000000,0.082302
477.290970,0.064062,0.019981,0.000000,0.079716
477.491639,0.060666,0.021248,0.000000,0.077578
477.692308,0.057581,0.022646,0.000000,0.075883
477.892977,0.054785,0.024195,0.000000,0.074630
478.093645,0.052256,0.025919,0.000000,0.073820
478.294314,0.049971,0.027846,0.000000,0.073462
478.494983,0.047910,0.030013,0.000000,0.073567
478.695652,0.046050,0.032459,0.000000,0.074157
478.896321,0.044371,0.035237,0.000000,0.075260
479.096990,0.042851,0.038405,0.000000,0.076916
479.297659,0.041472,0.042034,0.000000,0.079178
479.498328,0.040215,0.046210,0.000000,0.082110
479.698997,0.039061,0.051031,0.000000,0.085794
479.899666,0.037993,0.056608,0.000000,0.090324
480.100334,0.036995,0.063071,0.000000,0.095815
480.301003,0.036051,0.070562,0.000000,0.102393
