E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
4.936455,0.339397,-0.339397,0.067180,-0.067180,0.006813,-0.006813,0.413390,-0.413390
5.016722,0.326507,-0.326507,0.063778,-0.063778,0.006661,-0.006661,0.396946,-0.396946
5.096990,0.312802,-0.312802,0.060229,-0.060229,0.006512,-0.006512,0.379544,-0.379544
5.177258,0.298520,-0.298520,0.056608,-0.056608,0.006366,-0.006366,0.361494,-0.361494
5.257525,0.283886,-0.283886,0.052980,-0.052980,0.006223,-0.006223,0.343089,-0.343089
5.337793,0.269110,-0.269110,0.049404,-0.049404,0.006083,-0.006083,0.324597,-0.324597
5.418060,0.254382,-0.254382,0.045929,-0.045929,0.005946,-0.005946,0.306256,-0.306256
5.498328,0.239864,-0.239864,0.042592,-0.042592,0.005811,-0.005811,0.288267,-0.288267
5.578595,0.225694,-0.225694,0.039423,-0.039423,0.005679,-0.005679,0.270796,-0.270796
5.658863,0.211984,-0.211984,0.036441,-0.036441,0.005550,-0.005550,0.253975,-0.253975
5.739130,0.198819,-0.198819,0.033657,-0.033657,0.005423,-0.005423,0.237899,-0.237899
5.819398,0.186260,-0.186260,0.031076,-0.031076,0.005298,-0.005298,0.222635,-0.222635
5.899666,0.174349,-0.174349,0.028695,-0.028695,0.005176,-0.005176,0.208221,-0.208221
5.979933,0.163108,-0.163108,0.026510,-0.026510,0.005056,-0.005056,0.194674,-0.194674
6.060201,0.152542,-0.152542,0.024510,-0.024510,0.004939,-0.004939,0.181991,-0.181991
6.140468,0.142646,-0.142646,0.022685,-0.022685,0.004824,-0.004824,0.170154,-0.170154
6.220736,0.133403,-0.133403,0.021022,-0.021022,0.004711,-0.004711,0.159135,-0.159135
6.301003,0.124789,-0.124789,0.019508,-0.019508,0.004600,-0.004600,0.148897,-0.148897
6.381271,0.116775,-0.116775,0.018131,-0.018131,0.004491,-0.004491,0.139397,-0.139397
6.461538,0.109329,-0.109329,0.016877,-0.016877,0.004384,-0.004384,0.130591,-0.130591
6.541806,0.102417,-0.102417,0.015735,-0.015735,0.004279,-0.004279,0.122431,-0.122431
6.622074,0.096002,-0.096002,0.014694,-0.014694,0.004175,-0.004175,0.114872,-0.114872
6.702341,0.090051,-0.090051,0.013743,-0.013743,0.004074,-0.004074,0.107868,-0.107868
6.782609,0.084529,-0.084529,0.012873,-0.012873,0.003975,-0.003975,0.101377,-0.101377
