E,I32,I12,Ibg,Itot
536.187291,0.000527,0.030593,0.000000,0.030036
536.421405,0.000511,0.027339,0.000000,0.026763
536.655518,0.000496,0.024806,0.000000,0.024211
536.889632,0.000482,0.022905,0.000000,0.022294
537.123746,0.000467,0.021548,0.000000,0.020921
537.357860,0.000453,0.020647,0.000000,0.020004
537.591973,0.000439,0.020117,0.000000,0.019460
537.826087,0.000426,0.019878,0.000000,0.019207
538.060201,0.000413,0.019854,0.000000,0.019170
538.294314,0.000400,0.019973,0.000000,0.019276
538.528428,0.000388,0.020167,0.000000,0.019458
538.762542,0.000375,0.020376,0.000000,0.019655
538.996656,0.000363,0.020544,0.000000,0.019811
539.230769,0.000352,0.020622,0.000000,0.019878
539.464883,0.000340,0.020574,0.000000,0.019818
539.698997,0.000329,0.020371,0.000000,0.019604
539.933110,0.000318,0.019999,0.000000,0.019220
540.167224,0.000307,0.019452,0.000000,0.018662
540.401338,0.000297,0.018739,0.000000,0.017938
540.635452,0.000286,0.017876,0.000000,0.017063
540.869565,0.000276,0.016888,0.000000,0.016064
541.103679,0.000266,0.015805,0.000000,0.014970
541.337793,0.000257,0.014661,0.000000,0.013814
541.571906,0.000247,0.013488,0.000000,0.012631
541.806020,0.000238,0.012319,0.000000,0.011451
542.040134,0.000229,0.011181,0.000000,0.010303
542.274247,0.000220,0.010097,0.000000,0.009208
542.508361,0.000211,0.009083,0.000000,0.008185
542.742475,0.000202,0.008152,0.000000,0.007244
542.976589,0.000194,0.007309,0.000000,0.006392
543.210702,0.000186,0.006555,0.000000,0.005629
543.444816,0.000177,0.005889,0.000000,0.004954
543.678930,0.000169,0.005305,0.000000,0.004361
543.913043,0.000162,0.004796,0.000000,0.003844
544.147157,0.000154,0.004355,0.000000,0.003395
544.381271,0.000146,0.003974,0.000000,0.003005
544.615385,0.000139,0.003644,0.000000,0.002667
544.849498,0.000132,0.003357,0.000000,0.002374
545.083612,0.000125,0.003109,0.000000,0.002117
545.317726,0.000118,0.002891,0.000000,0.001893
545.551839,0.000111,0.002701,0.000000,0.001695
545.785953,0.000104,0.002532,0.000000,0.001519
546.020067,0.000097,0.002382,0.000000,0.001363
546.254181,0.000091,0.002248,0.000000,0.001222
546.488294,0.000084,0.002127,0.000000,0.001094
546.722408,0.000078,0.002018,0.000000,0.000978
546.956522,0.000072,0.001918,0.000000,0.000872
547.190635,0.000066,0.001826,0.000000,0.000775
547.424749,0.000060,0.001742,0.000000,0.000685
547.658863,0.000054,0.001665,0.000000,0.000601
547.892977,0.000048,0.001593,0.000000,0.000523
548.127090,0.000042,0.001525,0.000000,0.000450
548.361204,0.000037,0.001463,0.000000,0.000382
548.595318,0.000031,0.001404,0.000000,0.000318
548.829431,0.000026,0.001349,0.000000,0.000257
549.063545,0.000020,0.001298,0.000000,0.000200
549.297659,0.000015,0.001249,0.000000,0.000146
549.531773,0.000010,0.001203,0.000000,0.000095
549.765886,0.000005,0.001159,0.000000,0.000046
550.000000,0.000000,0.001118,0.000000,0.000000
