E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
-8.628763,0.394521,-0.082896,0.044526,-1.762418,0.068138,-0.068138,0.507186,-1.913452
-8.548495,0.387529,-0.095896,0.047435,-2.097587,0.077697,-0.077697,0.512661,-2.271180
-8.468227,0.383909,-0.108484,0.050857,-2.439407,0.089295,-0.089295,0.524060,-2.637186
-8.387960,0.385330,-0.119909,0.054801,-2.769314,0.103327,-0.103327,0.543458,-2.992550
-8.307692,0.392700,-0.129414,0.059215,-3.066620,0.120233,-0.120233,0.572149,-3.316268
-8.227425,0.406032,-0.136328,0.063984,-3.310582,0.140489,-0.140489,0.610505,-3.587399
-8.147157,0.424434,-0.140140,0.068946,-3.482778,0.164602,-0.164602,0.657981,-3.787520
-8.066890,0.446236,-0.140568,0.073914,-3.569416,0.193096,-0.193096,0.713247,-3.903080
-7.986622,0.469226,-0.137592,0.078711,-3.563177,0.226502,-0.226502,0.774439,-3.927271
-7.906355,0.490967,-0.131455,0.083200,-3.464257,0.265335,-0.265335,0.839501,-3.861047
-7.826087,0.509158,-0.122631,0.087319,-3.280392,0.310082,-0.310082,0.906559,-3.713104
-7.745819,0.521990,-0.111763,0.091115,-3.025855,0.361179,-0.361179,0.974284,-3.498796
-7.665552,0.528445,-0.099585,0.094756,-2.719605,0.418989,-0.418989,1.042190,-3.238179
-7.585284,0.528488,-0.086840,0.098539,-2.382913,0.483788,-0.483788,1.110815,-2.953541
-7.505017,0.523127,-0.074209,0.102886,-2.036892,0.555737,-0.555737,1.181751,-2.666838
-7.424749,0.514322,-0.062250,0.108316,-1.700319,0.634874,-0.634874,1.257513,-2.397443
-7.344482,0.504747,-0.051374,0.115413,-1.388071,0.721093,-0.721093,1.341253,-2.160538
-7.264214,0.497446,-0.041831,0.124782,-1.110315,0.814135,-0.814135,1.436363,-1.966280
-7.183946,0.495421,-0.033723,0.137006,-0.872451,0.913579,-0.913579,1.546005,-1.819753
-7.103679,0.501217,-0.027034,0.152600,-0.675669,1.018841,-1.018841,1.672658,-1.721543
-7.023411,0.516554,-0.021657,0.171976,-0.517889,1.129178,-1.129178,1.817708,-1.668723
-6.943144,0.542054,-0.017432,0.195413,-0.394865,1.243703,-1.243703,1.981170,-1.656000
-6.862876,0.577105,-0.014177,0.223032,-0.301229,1.361406,-1.361406,2.161544,-1.676813
-6.782609,0.619876,-0.011708,0.254781,-0.231355,1.481194,-1.481194,2.355851,-1.724257
-6.702341,0.667479,-0.009855,0.290412,-0.179964,1.601938,-1.601938,2.559830,-1.791757
-6.622074,0.716275,-0.008475,0.329459,-0.142482,1.722536,-1.722536,2.768270,-1.873494
-6.541806,0.762261,-0.007449,0.371204,-0.115184,1.841992,-1.841992,2.975457,-1.964625
-6.461538,0.801516,-0.006685,0.414648,-0.095182,1.959495,-1.959495,3.175659,-2.061362
-6.381271,0.830617,-0.006113,0.458485,-0.080333,2.074505,-2.074505,3.363608,-2.160951
