E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
-9.752508,0.029037,-0.028814,0.004874,-0.002790,0.542557,-0.542557,0.576467,-0.574161
-9.672241,0.025367,-0.024452,0.004924,-0.002519,0.617377,-0.617377,0.647669,-0.644348
-9.591973,0.022240,-0.020452,0.005020,-0.002291,0.700564,-0.700564,0.727824,-0.723307
-9.511706,0.019590,-0.016869,0.005154,-0.002109,0.792488,-0.792488,0.817232,-0.811465
-9.431438,0.017355,-0.013726,0.005321,-0.001972,0.893425,-0.893425,0.916101,-0.909123
-9.351171,0.015477,-0.011021,0.005514,-0.001877,1.003544,-1.003544,1.024536,-1.016443
-9.270903,0.013904,-0.008734,0.005732,-0.001822,1.122885,-1.122885,1.142521,-1.133441
-9.190635,0.012591,-0.006829,0.005972,-0.001799,1.251342,-1.251342,1.269904,-1.259971
-9.110368,0.011499,-0.005265,0.006231,-0.001806,1.388653,-1.388653,1.406383,-1.395724
-9.030100,0.010597,-0.003996,0.006510,-0.001837,1.534391,-1.534391,1.551498,-1.540224
-8.949833,0.009857,-0.002978,0.006809,-0.001889,1.687960,-1.687960,1.704627,-1.692826
-8.869565,0.009260,-0.002170,0.007128,-0.001957,1.848598,-1.848598,1.864986,-1.852725
-8.789298,0.008788,-0.001537,0.007467,-0.002040,2.015388,-2.015388,2.031643,-2.018965
-8.709030,0.008429,-0.001047,0.007828,-0.002136,2.187271,-2.187271,2.203528,-2.190454
-8.628763,0.008173,-0.000675,0.008213,-0.002243,2.363075,-2.363075,2.379460,-2.365992
-8.548495,0.008013,-0.000400,0.008622,-0.002361,2.541539,-2.541539,2.558174,-2.544300
-8.468227,0.007945,-0.000206,0.009058,-0.002489,2.721351,-2.721351,2.738354,-2.724046
-8.387960,0.007965,-0.000080,0.009523,-0.002629,2.901184,-2.901184,2.918672,-2.903893
-8.307692,0.008072,-0.000014,0.010019,-0.002779,3.079734,-3.079734,3.097825,-3.082527
-8.227425,0.008265,-0.000000,0.010550,-0.002942,3.255757,-3.255757,3.274572,-3.258699
-8.147157,0.008545,-0.000035,0.011118,-0.003119,3.428105,-3.428105,3.447768,-3.431258
-8.066890,0.008913,-0.000115,0.011728,-0.003310,3.595746,-3.595746,3.616388,-3.599171
-7.986622,0.009373,-0.000240,0.012385,-0.003518,3.757791,-3.757791,3.779548,-3.761549
